"Date","Public","Member","Group","School","Birthdays","Total","Weather","","","","","","","","","","","","","","","","","",""
"1/8/18","348","213","17","0","0","578","Rainy","","","","","","","","","","","","","","","","","",""
"1/7/18","1465","1592","36","0","44","3,137","Rainy","","","","","","","","","","","","","","","","","",""
"1/6/18","1770","1513","21","0","61","3,365","Rainy","","","","","","","","","","","","","","","","","",""
"1/5/18","2048","1578","216","0","0","3,842","Rainy","","","","","","","","","","","","","","","","","",""
"1/4/18","1926","1624","270","0","0","3,820","Cloudy","","","","","","","","","","","","","","","","","",""
"1/3/18","1689","1395","227","0","0","3,311","Cloudy","","","","","","","","","","","","","","","","","",""
"1/2/18","1656","1441","51","0","0","3,148","Cloudy","","","","","","","","","","","","","","","","","",""
"1/1/18","1216","1047","0","0","0","2,263","Cloudy","","","","","","","","","","","","","","","","","",""
"12/31/17","1075","828","0","0","0","1,903","Cloudy","","","","","","","","","","","","","","","","","",""
"12/30/17","2316","1640","0","0","12","3,968","Cloudy","","","","","","","","","","","","","","","","","",""
"12/29/17","3420","1795","176","0","0","5,391","Rainy","","","","","","","","","","","","","","","","","",""
"12/28/17","3472","1755","107","0","0","5,334","Rainy","","","","","","","","","","","","","","","","","",""
"12/27/17","2180","1160","38","0","0","3,378","Rainy","","","","","","","","","","","","","","","","","",""
"12/26/17","1113","660","0","0","0","1,773","Cloudy","","","","","","","","","","","","","","","","","",""
"12/25/17","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"12/24/17","629","542","0","0","25","1,196","Cloudy","","","","","","","","","","","","","","","","","",""
"12/23/17","1239","844","199","0","37","2,319","Cloudy","","","","","","","","","","","","","","","","","",""
"12/22/17","781","541","33","0","0","1,355","Cloudy","","","","","","","","","","","","","","","","","",""
"12/21/17","653","507","19","321","0","1,500","Cloudy","","","","","","","","","","","","","","","","","",""
"12/20/17","564","355","0","521","0","1,440","Cloudy","","","","","","","","","","","","","","","","","",""
"12/19/17","612","249","33","468","0","1,362","Snowy","","","","","","","","","","","","","","","","","",""
"12/18/17","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"12/17/17","1182","911","0","0","133","2,226","Rainy","","","","","","","","","","","","","","","","","",""
"12/16/17","883","787","32","0","85","1,787","Sunny","","","","","","","","","","","","","","","","","",""
"12/15/17","447","414","0","435","0","1,296","Cloudy","","","","","","","","","","","","","","","","","",""
"12/14/17","361","358","0","262","0","981","Cloudy","","","","","","","","","","","","","","","","","",""
"12/13/17","318","299","10","410","0","1,037","Sunny","","","","","","","","","","","","","","","","","",""
"12/12/17","484","353","24","272","0","1,133","Sunny","","","","","","","","","","","","","","","","","",""
"12/11/17","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"12/10/17","762","745","55","0","108","1,670","Cloudy","","","","","","","","","","","","","","","","","",""
"12/9/17","897","848","18","0","99","1,862","Sunny","","","","","","","","","","","","","","","","","",""
"12/8/17","1040","387","7","338","0","1,772","Cloudy","","","","","","","","","","","","","","","","","",""
"12/7/17","671","302","40","382","0","1,395","Cloudy","","","","","","","","","","","","","","","","","",""
"12/6/17","597","311","10","577","0","1,495","Sunny","","","","","","","","","","","","","","","","","",""
"12/5/17","598","336","0","731","0","1,665","Sunny","","","","","","","","","","","","","","","","","",""
"12/4/17","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"12/3/17","944","858","43","0","71","1,916","Cloudy","","","","","","","","","","","","","","","","","",""
"12/2/17","1075","1066","56","0","134","2,331","Rainy","","","","","","","","","","","","","","","","","",""
"12/1/17","754","853","117","415","0","2,139","Rainy","","","","","","","","","","","","","","","","","",""
"11/30/17","478","356","0","617","0","1,451","Rainy","","","","","","","","","","","","","","","","","",""
"11/29/17","364","369","34","689","0","1,456","Rainy","","","","","","","","","","","","","","","","","",""
"11/28/17","1058","360","16","573","0","2,007","Rainy","","","","","","","","","","","","","","","","","",""
"11/27/17","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"11/26/17","1152","1135","10","0","128","2,425","Rainy","","","","","","","","","","","","","","","","","",""
"11/25/17","1521","1155","79","0","116","2,871","Rainy","","","","","","","","","","","","","","","","","",""
"11/24/17","1418","895","32","619","0","2,964","Rainy","","","","","","","","","","","","","","","","","",""
"11/23/17","587","452","18","426","0","1,483","Rainy","","","","","","","","","","","","","","","","","",""
"11/22/17","704","406","10","833","0","1,953","Rainy","","","","","","","","","","","","","","","","","",""
"11/21/17","729","477","6","696","0","1,908","Rainy","","","","","","","","","","","","","","","","","",""
"11/20/17","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"11/19/17","1597","1412","0","0","80","3,089","Rainy","","","","","","","","","","","","","","","","","",""
"11/18/17","1448","1298","106","0","47","2,899","Cloudy","","","","","","","","","","","","","","","","","",""
"11/17/17","590","485","0","501","0","1,576","Cloudy","","","","","","","","","","","","","","","","","",""
"11/16/17","493","422","19","924","0","1,858","Rainy","","","","","","","","","","","","","","","","","",""
"11/15/17","470","316","9","246","0","1,041","Rainy","","","","","","","","","","","","","","","","","",""
"11/14/17","652","545","12","245","0","1,454","Rainy","","","","","","","","","","","","","","","","","",""
"11/13/17","2309","2429","12","0","0","4,750","Rainy","","","","","","","","","","","","","","","","","",""
"11/12/17","2356","2075","25","0","91","4,547","Rainy","","","","","","","","","","","","","","","","","",""
"11/11/17","2235","1924","67","0","68","4,294","Rainy","","","","","","","","","","","","","","","","","",""
"11/10/17","1625","1692","406","0","0","3,723","Rainy","","","","","","","","","","","","","","","","","",""
"11/9/17","536","417","10","189","0","1,152","Rainy","","","","","","","","","","","","","","","","","",""
"11/8/17","472","429","0","292","0","1,193","Cloudy","","","","","","","","","","","","","","","","","",""
"11/7/17","536","353","0","312","0","1,201","Cloudy","","","","","","","","","","","","","","","","","",""
"11/6/17","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"11/5/17","1355","1507","19","32","76","2,989","Sunny","","","","","","","","","","","","","","","","","",""
"11/4/17","1403","1299","74","0","57","2,833","Sunny","","","","","","","","","","","","","","","","","",""
"11/3/17","724","562","161","475","0","1,922","Sunny","","","","","","","","","","","","","","","","","",""
"11/2/17","552","362","0","208","0","1,122","Rainy","","","","","","","","","","","","","","","","","",""
"11/1/17","331","290","0","514","0","1,135","Sunny","","","","","","","","","","","","","","","","","",""
"10/31/17","282","228","0","109","0","619","Sunny","","","","","","","","","","","","","","","","","",""
"10/30/17","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"10/29/17","898","944","0","0","38","1,880","Sunny","","","","","","","","","","","","","","","","","",""
"10/28/17","819","708","0","0","48","1,575","Sunny","","","","","","","","","","","","","","","","","",""
"10/27/17","547","379","10","254","0","1,190","Sunny","","","","","","","","","","","","","","","","","",""
"10/26/17","452","301","24","145","0","922","Sunny","","","","","","","","","","","","","","","","","",""
"10/25/17","614","362","0","267","0","1,243","Rainy","","","","","","","","","","","","","","","","","",""
"10/24/17","361","338","34","0","0","733","Sunny","","","","","","","","","","","","","","","","","",""
"10/23/17","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"10/22/17","1342","1406","13","0","114","2,875","Sunny","","","","","","","","","","","","","","","","","",""
"10/21/17","2025","1469","49","0","89","3,632","Rainy","","","","","","","","","","","","","","","","","",""
"10/20/17","1935","1894","75","0","0","3,904","Rainy","","","","","","","","","","","","","","","","","",""
"10/19/17","567","398","0","63","0","1,028","Rainy","","","","","","","","","","","","","","","","","",""
"10/18/17","1032","315","0","110","0","1,457","Rainy","","","","","","","","","","","","","","","","","",""
"10/17/17","559","413","0","466","0","1,438","Sunny","","","","","","","","","","","","","","","","","",""
"10/16/17","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"10/15/17","1001","1231","0","34","116","2,382","Sunny","","","","","","","","","","","","","","","","","",""
"10/14/17","1313","1104","0","0","132","2,549","Cloudy","","","","","","","","","","","","","","","","","",""
"10/13/17","524","487","5","229","0","1,245","Sunny","","","","","","","","","","","","","","","","","",""
"10/12/17","644","359","0","69","0","1,072","Rainy","","","","","","","","","","","","","","","","","",""
"10/11/17","488","259","12","195","0","954","Rainy","","","","","","","","","","","","","","","","","",""
"10/10/17","741","320","1","74","0","1,136","Rainy","","","","","","","","","","","","","","","","","",""
"10/9/17","996","1218","0","0","0","2,214","Sunny","","","","","","","","","","","","","","","","","",""
"10/8/17","1214","1203","0","0","21","2,438","Sunny","","","","","","","","","","","","","","","","","",""
"10/7/17","1366","1297","0","0","73","2,736","Cloudy","","","","","","","","","","","","","","","","","",""
"10/6/17","946","716","0","370","0","2,032","Cloudy","","","","","","","","","","","","","","","","","",""
"10/5/17","464","353","0","94","0","911","Sunny","","","","","","","","","","","","","","","","","",""
"10/4/17","386","255","14","35","0","690","Sunny","","","","","","","","","","","","","","","","","",""
"10/3/17","540","230","0","43","0","813","Sunny","","","","","","","","","","","","","","","","","",""
"10/2/17","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"10/1/17","1154","1282","34","0","62","2,532","Cloudy","","","","","","","","","","","","","","","","","",""
"9/30/17","1759","1521","21","0","114","3,415","Rainy","","","","","","","","","","","","","","","","","",""
"9/29/17","1139","695","33","126","0","1,993","Rainy","","","","","","","","","","","","","","","","","",""
"9/28/17","386","237","0","55","0","678","Sunny","","","","","","","","","","","","","","","","","",""
"9/27/17","418","295","0","84","0","797","Sunny","","","","","","","","","","","","","","","","","",""
"9/26/17","502","307","0","25","0","834","Sunny","","","","","","","","","","","","","","","","","",""
"9/25/17","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"9/24/17","1171","1179","0","0","99","2,449","Cloudy","","","","","","","","","","","","","","","","","",""
"9/23/17","1229","1071","22","0","54","2,376","Cloudy","","","","","","","","","","","","","","","","","",""
"9/22/17","859","1042","55","0","0","1,956","Sunny","","","","","","","","","","","","","","","","","",""
"9/21/17","455","312","0","0","0","767","Sunny","","","","","","","","","","","","","","","","","",""
"9/20/17","513","321","0","0","0","834","Sunny","","","","","","","","","","","","","","","","","",""
"9/19/17","763","326","160","0","0","1,249","Cloudy","","","","","","","","","","","","","","","","","",""
"9/18/17","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"9/17/17","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"9/16/17","985","990","21","0","0","1,996","Sunny","","","","","","","","","","","","","","","","","",""
"9/15/17","492","400","11","0","0","903","Sunny","","","","","","","","","","","","","","","","","",""
"9/14/17","419","287","0","0","0","706","Sunny","","","","","","","","","","","","","","","","","",""
"9/13/17","475","316","0","0","0","791","Sunny","","","","","","","","","","","","","","","","","",""
